total_packets,total_bytes,avg_packet_size,std_packet_size,flow_duration,bytes_per_second,packets_per_second,src_to_dst_bytes,dst_to_src_bytes,src_to_dst_packets,dst_to_src_packets,tcp_flags,label,flow_id
114.90142459033697,42159.154692214404,395.30890173180603,57.528190521950336,10.551503548967514,6180.640912452145,10.730971671108144,22060.9242595985,23588.481709203843,46.67600458422441,61.77777623465565,2.8918630221607486,0,flow_0
95.85207096486447,65735.13838755334,553.6652752527286,31.95896891284979,18.079100991941488,4372.686554048697,6.729374779601711,17366.76768192285,24223.098599456644,28.385275482126218,23.33478556444698,0.8867051658853689,0,flow_1
119.43065614302077,39434.84464185861,618.5704154662997,32.60673837450611,11.049400073703723,5045.222708999982,7.04338119783721,17294.47336355492,23395.93624334021,64.38224459701509,60.721184748334174,1.342964762982676,0,flow_2
145.69089569224076,28873.080554546606,571.8953310665066,72.50869568829539,6.987836209473969,5051.197901881085,7.090768841095977,22200.488155440144,32277.37151341211,66.91529441774644,46.49413913222412,2.9945582357416214,0,flow_3
92.97539875829992,26650.562397141442,599.6047685805817,26.21176214265344,9.71360725873278,4498.215807188468,10.331605952421821,29833.888687339684,28140.699700956226,20.789862887887786,60.61186566296571,1.2382396293173543,0,flow_4
92.97589129152459,59090.14927018459,424.3204911430539,82.85345906511927,4.671260999600644,3627.5344521158995,8.121054171450979,31961.842685082433,26654.376533030205,64.67686708499825,61.65397538532243,1.7003039433356857,0,flow_5
147.37638446522175,30793.559712555754,357.81893332581564,31.987585307042625,9.758200752109717,5322.974503617668,11.482191756926559,21276.011983885233,15467.86209180788,37.84207055267561,74.11872591678735,3.5758758095019694,0,flow_6
123.02304187458726,76321.91272976546,650.1333651955487,62.76783851216766,7.500831828997724,4938.9960281446165,1.4361200112868264,16348.806805114122,22160.651925901344,62.85463305474179,70.30180471431805,1.9522007496152103,0,flow_7
85.91576842195144,18771.058881744168,467.73201611578645,43.42763048502031,12.746170826680485,5500.24046943657,7.429444404616602,27008.8272839975,31740.018702543806,48.97330261000376,70.19857493915444,1.273225862166157,0,flow_8
116.27680130757894,75446.84552435057,474.9166983544953,62.063748621646866,8.351379176213396,4466.399693560833,6.621838117266849,18823.48772030613,25282.72429842942,50.43163346121498,71.65505478749358,1.122382643137095,0,flow_9
86.09746921562613,53165.26200803927,632.8194141849058,39.11771995771615,9.64970225261426,6220.821298813048,9.230977964882523,21113.105208540983,29946.486021918536,47.22353525868172,54.37068477223919,2.332719329585188,0,flow_10
86.0281073928923,48549.30332194411,555.623000940066,46.74414187855412,8.093326475786789,4123.226218788155,8.385856724529585,34939.570678277785,38248.83850245725,68.18193806350229,50.4827763055526,0.6668519915227911,0,flow_11
